site,data.source,day,month,year,section,distance.m,ch.spawn,ch.hold,ch.live.total,ch.live.est,reliability,pi.spawn,pi.hold,pi.live.total,pi.live.est,reliability,co.live.total,co.live.est,reliability,so.live.total,so.live.est,reliability,ch.bear,ch.wolf,ch.senes,ch.unknown,ch.dead.total,ch.dead.est,pi.bear,pi.wolf,pi.senes,pi.unknown,pi.dead.total,pi.dead.est,co.dead total,co.dead.est,Pink.active.spawning,Chum.active.spawning,Coho.active.spawning,Fish.countability,Sky.brightness,Windy,Precipitation.type,Precipitation.intensity,Bankfull,Water.colour,Stream.visibility,Rational.estimated.live,Rational.estimated.dead,NOTES
Hooknose,SFU,23,9,2009,1,200,58,0,58,,,460,619,1079,,,0,,,0,,,0,3,2,1,6,,0,13,10,0,23,,0,,Peak,Peak,,Good,Medium,No,Rain,Heavy,Normal,DTDT,High,,,
Hooknose,SFU,23,9,2009,2,400,111,0,111,,,181,288,469,,,0,,,0,,,2,0,0,1,3,,4,23,20,0,47,,0,,Peak,Peak,,Good,Medium,No,Rain,Heavy,Normal,DTDT,High,,,
Hooknose,SFU,23,9,2009,3,600,113,0,113,,,160,83,243,,,0,,,0,,,4,3,10,1,18,,2,4,20,0,26,,0,,Peak,Peak,,Good,Medium,No,Rain,Heavy,Normal,DTDT,High,,,
Hooknose,SFU,23,9,2009,4,800,274,0,274,,,711,0,711,,,0,,,0,,,1,22,10,4,37,,4,27,14,0,45,,0,,Peak,Peak,,Good,Medium,No,Rain,Heavy,Normal,DTDT,High,,,
Hooknose,SFU,23,9,2009,5,1000,176,0,176,,,909,0,909,,,0,,,0,,,6,3,15,0,24,,5,31,28,0,64,,0,,Peak,Peak,,Good,Medium,No,Rain,Heavy,Normal,DTDT,High,,,
Hooknose,SFU,23,9,2009,6,1200,74,0,74,,,173,0,173,,,0,,,0,,,2,4,9,0,15,,1,7,8,0,16,,0,,Peak,Peak,,Good,Medium,No,Rain,Heavy,Normal,DTDT,High,,,
Hooknose,SFU,23,9,2009,7,1400,174,0,174,,,128,70,198,,,0,,,0,,,6,8,8,1,23,,0,12,16,0,28,,0,,Peak,Peak,,Good,Medium,No,Rain,Heavy,Normal,DTDT,High,,,
Hooknose,SFU,23,9,2009,8,1600,124,0,124,,,200,0,200,,,0,,,0,,,26,1,5,1,33,,6,3,5,0,14,,0,,Peak,Peak,,Good,Medium,No,Rain,Heavy,Normal,DTDT,High,,,
Hooknose,SFU,23,9,2009,9,1800,73,0,73,,,40,20,60,,,0,,,0,,,6,0,2,0,8,,0,9,0,0,9,,0,,Peak,Peak,,Good,Medium,No,Rain,Heavy,Normal,DTDT,High,,,
Hooknose,SFU,23,9,2009,total,1800,1197,50,1247,1400,,3362,1203,4566,5000,,0,,,0,,,55,61,65,8,189,,28,170,154,33,385,,0,,Peak,Peak,,Good,Medium,No,Rain,Heavy,Normal,DTDT,High,,,
Rainbow,SFU,24,9,2009,estuary,0,14,0,14,,,8,0,8,,,0,,,0,,,6,0,14,0,20,,0,0,1,0,1,,0,,,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Rainbow,SFU,24,9,2009,1,50,9,0,9,,,4,0,4,,,0,,,0,,,0,0,4,0,4,,0,0,0,0,0,,0,,,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Rainbow,SFU,24,9,2009,2,100,13,0,13,,,0,0,0,,,0,,,0,,,0,0,4,0,4,,0,0,0,0,0,,0,,,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Rainbow,SFU,24,9,2009,3,150,5,0,5,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Rainbow,SFU,24,9,2009,4,200,8,0,8,,,0,0,0,,,0,,,0,,,0,0,3,0,3,,0,0,0,0,0,,0,,,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Rainbow,SFU,24,9,2009,5,250,13,0,13,,,2,0,2,,,0,,,0,,,1,0,0,0,1,,0,0,0,0,0,,0,,,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Rainbow,SFU,24,9,2009,total,250,62,0,62,,,14,0,14,,,0,,,0,,,7,0,25,0,32,,0,0,1,0,1,,0,,,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Lee,SFU,24,9,2009,estuary,0,85,7,92,,,210,70,280,,,0,,,0,,,17,8,95,9,129,,9,4,62,4,79,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Lee,SFU,24,9,2009,1,100,18,0,18,,,104,0,104,,,0,,,0,,,0,0,0,16,16,,0,0,0,3,3,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Lee,SFU,24,9,2009,2,200,40,0,40,,,47,0,47,,,0,,,0,,,0,0,0,16,16,,0,0,0,7,7,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Lee,SFU,24,9,2009,3,300,43,0,43,,,27,0,27,,,0,,,0,,,0,0,0,136,136,,0,0,0,106,106,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Lee,SFU,24,9,2009,total,300,186,7,193,200,,388,70,458,470,,0,,,0,,,17,8,95,176,297,,9,4,62,120,195,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,"Abandoned count at 450m due to Grizzly, counted all morts as unknown on walk out"
Port John,SFU,17,9,2009,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Medium,No,Rain,,Below Normal,Clear,High,,,
Port John,SFU,17,9,2009,1,40,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Medium,No,Rain,,Below Normal,Clear,High,,,
Port John,SFU,17,9,2009,2,85,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Medium,No,Rain,,Below Normal,Clear,High,,,
Port John,SFU,17,9,2009,3,135,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Medium,No,Rain,,Below Normal,Clear,High,,,
Port John,SFU,17,9,2009,4,190,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Medium,No,Rain,,Below Normal,Clear,High,,,
Port John,SFU,17,9,2009,total,190,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Medium,No,Rain,,Below Normal,Clear,High,,,
Spiller Trib.#1,SFU,26,9,2009,estuary,0,0,5,5,,,120,40,160,,,0,,,0,,,2,0,4,0,6,,0,0,16,1,17,,0,,Start,,,Good,Full,,None,,Normal,Clear,High,,,
Spiller Trib.#1,SFU,26,9,2009,1,50,13,0,13,,,90,0,90,,,0,,,0,,,0,0,1,0,1,,0,0,12,0,12,,0,,Start,,,Good,Full,,None,,Normal,Clear,High,,,
Spiller Trib.#1,SFU,26,9,2009,total,50,13,0,13,20,,210,40,250,,,0,,,0,,,2,0,5,0,7,,0,0,28,1,29,,0,,Start,,,Good,Full,,None,,Normal,Clear,High,,,
Troupe North,SFU,27,9,2009,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,1,0,0,0,1,,0,,Before,Before,,Excellent,Bright,,None,,Normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2009,1,60,0,0,0,,,0,1,1,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,Before,,Excellent,Bright,,None,,Normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2009,2,120,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,2,0,0,0,2,,0,,Before,Before,,Excellent,Bright,,None,,Normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2009,3,180,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,Before,,Excellent,Bright,,None,,Normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2009,4,240,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,Before,,Excellent,Bright,,None,,Normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2009,5,300,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,Before,,Excellent,Bright,,None,,Normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2009,6,360,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,Before,,Excellent,Bright,,None,,Normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2009,7,420,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,Before,,Excellent,Bright,,None,,Normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2009,8,450,0,0,0,,,0,0,0,,,0,,,0,,,0,0,5,0,5,,0,0,0,0,0,,0,,Before,Before,,Excellent,Bright,,None,,Normal,DTDT,Medium,,,
Troupe North,SFU,27,9,2009,total,450,0,0,0,,,0,1,1,,,0,,,0,,,0,0,5,0,5,,3,0,0,0,3,,0,,Before,Before,,Excellent,Bright,,None,,Normal,DTDT,Medium,,,
Troupe South,SFU,27,9,2009,estuary,0,0,1,1,,,259,20,279,,,0,,,0,,,0,0,6,0,6,,24,0,8,0,32,,0,,Start,Start,,Excellent,Bright,,None,,Normal,DTDT,High,,,
Troupe South,SFU,27,9,2009,1,70,5,0,5,,,82,0,82,,,0,,,0,,,1,0,4,0,5,,2,0,3,0,5,,0,,Start,Start,,Excellent,Bright,,None,,Normal,DTDT,High,,,
Troupe South,SFU,27,9,2009,2,120,7,0,7,,,83,0,83,,,0,,,0,,,0,1,3,0,4,,1,0,3,0,4,,0,,Start,Start,,Excellent,Bright,,None,,Normal,DTDT,High,,,
Troupe South,SFU,27,9,2009,3,195,25,0,25,,,31,0,31,,,0,,,0,,,0,0,2,0,2,,0,0,5,0,5,,0,,Start,Start,,Excellent,Bright,,None,,Normal,DTDT,High,,,
Troupe South,SFU,27,9,2009,total,195,37,1,38,40,,455,20,475,480,,0,,,0,,,1,1,15,0,17,,27,0,19,0,46,,0,,Start,Start,,Excellent,Bright,,None,,Normal,DTDT,High,,,
Kill Creek,SFU,29,9,2009,estuary,0,0,30,30,,,100,256,356,,,0,,,0,,,11,0,7,0,18,,16,1,66,0,83,,0,,Start,End,,Good,Full,,None,,Normal,Silty,,,,
Kill Creek,SFU,29,9,2009,1,150,28,0,28,,,274,0,274,,,0,,,0,,,3,0,93,0,96,,1,0,129,0,130,,0,,Start,End,,Good,Full,,None,,Normal,Silty,,,,
Kill Creek,SFU,29,9,2009,2,290,41,0,41,,,224,0,224,,,0,,,0,,,0,0,139,0,139,,1,0,158,0,159,,0,,Start,End,,Good,Full,,None,,Normal,Clear,,,,
Kill Creek,SFU,29,9,2009,3,421,36,0,36,,,111,0,111,,,0,,,0,,,13,1,112,0,126,,2,1,83,0,86,,0,,Start,End,,Good,Full,,None,,Normal,Clear,,,,
Kill Creek,SFU,29,9,2009,4,476,29,0,29,,,58,0,58,,,0,,,0,,,35,0,85,0,120,,4,0,15,0,19,,0,,Start,End,,Good,Full,,None,,Normal,Clear,,,,
Kill Creek,SFU,29,9,2009,total,476,134,30,164,170,,767,256,1023,1050,,0,,,0,,,62,1,436,0,499,,24,2,451,0,477,,0,,Start,End,,Good,Full,,None,,Normal,Clear,Water colour silty to 150m then clear above 150m,,,
Sagar,SFU,30,9,2009,estuary,0,39,22,61,,,345,30,375,,,0,,,0,,,4,0,37,0,41,,30,0,350,2,382,,0,,,,,Good,Bright,No,None,,Normal,DTDT,Medium,,,
Sagar,SFU,30,9,2009,1,50,108,0,108,,,364,0,364,,,0,,,0,,,3,0,22,0,25,,20,0,134,1,155,,0,,,,,Good,Bright,No,None,,Normal,DTDT,Medium,,,
Sagar,SFU,30,9,2009,2,100,54,0,54,,,119,0,119,,,0,,,0,,,2,0,4,0,6,,5,0,19,0,24,,0,,,,,Good,Bright,No,None,,Normal,DTDT,Medium,,,
Sagar,SFU,30,9,2009,3,150,116,0,116,,,99,0,99,,,0,,,0,,,3,0,7,0,10,,5,0,19,0,24,,0,,,,,Good,Bright,No,None,,Normal,DTDT,Medium,,,
Sagar,SFU,30,9,2009,total,150,317,22,339,350,,757,30,787,800,,0,,,0,,,12,0,70,0,82,,60,0,522,3,585,,0,,,,,Good,Bright,No,None,,Normal,DTDT,Medium,,,
Port John,SFU,30,9,2009,estuary,0,0,0,0,,,4,0,4,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,,,,
Port John,SFU,30,9,2009,1,40,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,,,,
Port John,SFU,30,9,2009,2,85,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,,,,
Port John,SFU,30,9,2009,3,135,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,1,0,1,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,,,,
Port John,SFU,30,9,2009,4,190,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,,,,
Port John,SFU,30,9,2009,total,190,0,0,0,,,4,0,4,,,0,,,0,,,0,0,0,0,0,,0,0,1,0,1,,0,,,,,Excellent,Bright,No,None,,Normal,Clear,,,,
Beales Left,SFU,2,9,2009,estuary,0,21,0,21,,,650,300,950,,,0,,,0,,,5,0,30,0,35,,81,2,233,7,323,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Beales Left,SFU,2,10,2009,1,100,27,0,27,,,603,0,603,,,0,,,0,,,9,0,50,1,60,,58,7,209,5,279,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Beales Left,SFU,2,10,2009,2,200,24,0,24,,,346,0,346,,,0,,,0,,,3,2,10,1,16,,31,7,189,0,227,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Beales Left,SFU,2,10,2009,3,300,12,0,12,,,252,0,252,,,0,,,0,,,11,1,28,0,40,,31,13,166,1,211,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Beales Left,SFU,2,10,2009,4,335,1,0,1,,,13,0,13,,,0,,,0,,,0,0,0,0,0,,1,0,2,1,4,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Beales Left,SFU,2,10,2009,total,335,85,0,85,,,1864,300,2164,2170,,0,,,0,,,28,3,118,2,151,,202,29,799,14,1044,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,Clear,High,,,
Beales Right,SFU,2,10,2009,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,DTDT,High,,,Estuary count included with Beales Left
Beales Right,SFU,2,10,2009,1,94,9,0,9,,,248,0,248,,,0,,,0,,,1,0,13,0,14,,8,1,52,0,61,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,DTDT,High,,,
Beales Right,SFU,2,10,2009,2,190,10,0,10,,,46,0,46,,,0,,,0,,,0,0,3,1,4,,1,0,10,3,14,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,DTDT,High,,,
Beales Right,SFU,2,10,2009,3,270,0,0,0,,,17,0,17,,,0,,,0,,,5,0,0,0,5,,2,0,3,3,8,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,DTDT,High,,,
Beales Right,SFU,2,10,2009,total,270,19,0,19,20,,311,0,311,320,,0,,,0,,,6,0,16,1,23,,11,1,65,6,83,,0,,Peak,End,,Excellent,Full,,None,,Above Normal,DTDT,High,,,
Kunsoot North,SFU,13,9,2009,estuary,0,0,2,2,,,0,0,0,,,0,,,0,,,2,0,0,0,2,,0,0,0,0,0,,0,,Start,Start,,Excellent,Full,No,None,,Below Normal,Clear,High,,,
Kunsoot North,SFU,13,9,2009,1,10,10,0,10,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Full,No,None,,Below Normal,Clear,High,,,
Kunsoot North,SFU,13,9,2009,2,30,2,0,2,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Full,No,None,,Below Normal,Clear,High,,,
Kunsoot North,SFU,13,9,2009,3,40,5,0,5,,,1,0,1,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Full,No,None,,Below Normal,Clear,High,,,
Kunsoot North,SFU,13,9,2009,total,40,17,2,19,27,,1,0,1,,,0,,,0,,,2,0,0,0,2,,0,0,0,0,0,,0,,Start,Start,,Excellent,Full,No,None,,Below Normal,Clear,High,,,
Kunsoot South,SFU,13,9,2009,estuary,0,0,0,0,,,0,24,24,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,,,Fair,Bright,Yes,None,,Very Low,Clear,High,,,
Kunsoot South,SFU,13,9,2009,1,,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,,,Fair,Bright,Yes,None,,Very Low,Clear,High,,,
Kunsoot South,SFU,13,9,2009,total,,0,0,0,,,0,24,24,50,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,,,Fair,Bright,Yes,None,,Very Low,Clear,High,,,
Farm Bay,SFU,15,9,2009,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Medium,No,None,,Very Low,DTDT,High,,,
Farm Bay,SFU,15,9,2009,1,40,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Medium,No,None,,Very Low,DTDT,High,,,
Farm Bay,SFU,15,9,2009,2,65,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Medium,No,None,,Very Low,DTDT,High,,,
Farm Bay,SFU,15,9,2009,3,100,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Medium,No,None,,Very Low,DTDT,High,,,
Farm Bay,SFU,15,9,2009,4,150,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Medium,No,None,,Very Low,DTDT,High,,,
Farm Bay,SFU,15,9,2009,total,150,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Medium,No,None,,Very Low,DTDT,High,,,
Fell Creek,SFU,15,9,2009,estuary,0,0,2,2,,,0,11,11,,,0,,,0,,,0,0,0,0,0,,2,0,3,0,5,,0,,Start,Start,,Good,Medium,No,None,,Below Normal,Clear,Medium,,,
Fell Creek,SFU,15,9,2009,1,25,30,8,38,,,70,6,76,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Good,Medium,No,None,,Below Normal,Clear,Medium,,,
Fell Creek,SFU,15,9,2009,total,25,30,10,40,50,,70,17,87,,,0,,,0,,,0,0,0,0,0,,2,0,3,0,5,,0,,Start,Start,,Good,Medium,No,None,,Below Normal,Clear,Medium,,,
Kunsoot South,SFU,22,9,2009,estuary,0,0,2,2,,,0,40,40,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,Before,,Excellent,Bright,No,None,,Below Normal,Clear,High,,,
Kunsoot South,SFU,22,9,2009,1,,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,Before,,Excellent,Bright,No,None,,Below Normal,Clear,High,,,
Kunsoot South,SFU,22,9,2009,total,,0,2,2,,,0,40,40,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Before,Before,,Excellent,Bright,No,None,,Below Normal,Clear,High,,,
Kunsoot North,SFU,22,9,2009,estuary,0,0,0,0,,,0,0,0,,,0,,,0,,,1,0,2,0,3,,0,0,0,0,0,,0,,Start,Start,,Good,Bright,No,None,,Normal,Clear,Medium,,,
Kunsoot North,SFU,22,9,2009,1,10,6,6,12,,,2,10,12,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Good,Bright,No,None,,Normal,Clear,Medium,,,
Kunsoot North,SFU,22,9,2009,2,30,1,0,1,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Good,Bright,No,None,,Normal,Clear,Medium,,,
Kunsoot North,SFU,22,9,2009,3,40,0,0,0,,,2,0,2,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Good,Bright,No,None,,Normal,Clear,Medium,,,
Kunsoot North,SFU,22,9,2009,total,40,7,6,13,15,,4,10,14,16,,0,,,0,,,1,0,2,0,3,,0,0,0,0,0,,0,,Start,Start,,Good,Bright,No,None,,Normal,Clear,Medium,,,
Bullock Main,SFU,22,9,2009,estuary,0,0,5,5,,,0,800,800,,,0,,,0,,,20,3,212,23,258,,31,5,309,74,419,,0,,Start,Start,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Bullock Main,SFU,22,9,2009,1,70,0,72,72,,,100,1025,1125,,,0,,,0,,,0,0,0,77,77,,0,0,0,94,94,,0,,Start,Start,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Bullock Main,SFU,22,9,2009,2,130,4,7,11,,,150,55,205,,,0,,,0,,,0,0,0,7,7,,0,0,0,11,11,,0,,Start,Start,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Bullock Main,SFU,22,9,2009,3,308,64,150,214,,,350,645,995,,,0,,,0,,,0,0,0,218,218,,0,0,0,130,130,,0,,Start,Start,,Excellent,Bright,No,None,,Normal,Clear,High,,,
Bullock Main,SFU,22,9,2009,4,350 R,24,20,44,,,185,75,260,,,0,,,0,,,0,0,0,120,120,,0,0,0,82,82,,0,,Start,Start,,Excellent,Bright,No,None,,Normal,Clear,High,,,Stream forks at 320m; right fork
Bullock Main,SFU,22,9,2009,5,470 R,103,150,253,,,307,70,377,,,0,,,0,,,0,0,0,18,18,,0,0,0,3,3,,0,,Start,Start,,Excellent,Bright,No,None,,Normal,Clear,High,,,right fork
Bullock Main,SFU,22,9,2009,6,400 L,60,20,80,,,295,10,305,,,0,,,0,,,0,0,0,102,102,,0,0,0,56,56,,0,,Start,Start,,Excellent,Bright,No,None,,Normal,Clear,High,,,left fork
Bullock Main,SFU,22,9,2009,7,470 L,17,0,17,,,55,0,55,,,0,,,0,,,0,0,0,1,1,,0,0,0,0,0,,0,,Start,Start,,Excellent,Bright,No,None,,Normal,Clear,High,,,left fork
Bullock Main,SFU,22,9,2009,total,470,272,424,696,716,,1442,3680,5122,5322,,0,,,0,,,20,3,212,566,801,821,31,5,309,450,795,825,0,,Start,Start,,Excellent,Bright,No,None,,Normal,Clear,High,,,total of main stem and left and right forks
Sagar,SFU,24,9,2009,estuary,0,0,15,15,,,0,358,358,,,0,,,0,,,2,0,38,1,41,,21,0,102,18,141,,0,,Start,Start,,Poor,Bright,No,None,,Above Normal,Clear,Low,,,
Sagar,SFU,24,9,2009,1,50,0,12,12,,,0,569,569,,,0,,,0,,,0,0,0,0,0,,3,0,7,0,10,,0,,Start,Start,,Poor,Bright,No,None,,Above Normal,Clear,Low,,,
Sagar,SFU,24,9,2009,2,100,6,8,14,,,30,143,173,,,0,,,0,,,0,0,2,0,2,,1,0,10,0,11,,0,,Start,Start,,Poor,Bright,No,None,,Above Normal,Clear,Low,,,
Sagar,SFU,24,9,2009,3,150,32,6,38,,,42,74,116,,,0,,,0,,,1,0,4,0,5,,1,0,11,0,12,,0,,Start,Start,,Poor,Bright,No,None,,Above Normal,Clear,Low,,,
Sagar,SFU,24,9,2009,4,180,4,3,7,,,12,199,211,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Poor,Bright,No,None,,Above Normal,Clear,Low,,,
Sagar,SFU,24,9,2009,total,180,42,44,86,105,,84,1343,1427,1457,,0,,,0,,,3,0,44,1,48,58,26,0,130,18,174,184,0,,Start,Start,,Poor,Bright,No,None,,Above Normal,Clear,Low,,,
Port John,SFU,24,9,2009,estuary,0,0,0,0,,,0,1,1,,,2,,,0,,,0,0,0,0,0,,1,0,2,0,3,,1,,Start,Start,Start,Excellent,Full,No,None,,Normal,Clear,High,,,
Port John,SFU,24,9,2009,1,150,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,Start,Excellent,Full,No,None,,Normal,Clear,High,,,
Port John,SFU,24,9,2009,total,150,0,0,0,,,0,1,1,,,2,,,0,,,0,0,0,0,0,,1,0,2,0,3,,1,,Start,Start,Start,Excellent,Full,No,None,,Normal,Clear,High,,,
Codville,SFU,27,9,2009,estuary,0,0,0,0,,,0,40,40,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Full,No,None,,Normal,DTDT,High,,,
Codville,SFU,27,9,2009,1,60,0,0,0,,,10,13,23,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Full,No,None,,Normal,DTDT,High,,,
Codville,SFU,27,9,2009,2,130,0,0,0,,,4,8,12,,,0,,,0,,,0,0,0,0,0,,3,0,0,0,3,,0,,Start,Start,,Excellent,Full,No,None,,Normal,DTDT,High,,,
Codville,SFU,27,9,2009,3,200,0,0,0,,,6,4,10,,,0,,,0,,,0,0,0,0,0,,1,0,0,0,1,,0,,Start,Start,,Excellent,Full,No,None,,Normal,DTDT,High,,,
Codville,SFU,27,9,2009,4,255,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Excellent,Full,No,None,,Normal,DTDT,High,,,
Codville,SFU,27,9,2009,5,300,0,0,0,,,0,0,0,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,4,0,,Start,Start,,Excellent,Full,No,None,,Normal,DTDT,High,,,
Codville,SFU,27,9,2009,total,300,0,0,0,,,20,65,85,,,0,,,0,,,0,0,0,0,0,,4,0,0,0,4,,0,,Start,Start,,Excellent,Full,No,None,,Normal,DTDT,High,,,
Fell Creek,SFU,26,9,2009,estuary,0,0,12,12,,,0,359,359,,,0,,,0,,,0,0,5,0,5,,2,0,38,9,49,,0,,Start,Start,,Fair,Full,No,None,,Normal,DTDT,Medium,,,
Fell Creek,SFU,26,9,2009,1,10,8,32,40,,,50,350,400,,,0,,,0,,,0,0,0,0,0,,0,0,0,0,0,,0,,Start,Start,,Fair,Full,No,None,,Normal,DTDT,Medium,,,
Fell Creek,SFU,26,9,2009,total,10,8,44,52,60,,50,709,759,769,,0,,,0,,,0,0,5,0,5,15,2,0,38,9,49,59,0,,Start,Start,,Fair,Full,No,None,,Normal,DTDT,Medium,,,
Kunsoot North,SFU,30,9,2009,estuary,0,0,0,0,,,0,15,15,,,0,,,0,,,4,0,10,0,14,,10,1,3,0,14,,0,,End,End,,Excellent,Bright,No,Rain,Light,Below Normal,Clear,High,,,
Kunsoot North,SFU,30,9,2009,1,10,2,0,2,,,9,0,9,,,0,,,0,,,0,0,1,0,1,,0,0,0,0,0,,0,,End,End,,Excellent,Bright,No,Rain,Light,Below Normal,Clear,High,,,
